                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    981,                0.78726,                0.39788,                0.79294,                0.92793,                0.70233,                0.81685,                0.42578,                 1.4148,                0.64384,                 0.8306,              0.0013532,              0.0013532,              0.0013532
                    982,                0.76755,                0.38389,                0.78389,                0.91823,                0.69697,                0.81431,                0.43894,                 1.3878,                0.63162,                0.82941,              0.0013525,              0.0013525,              0.0013525
                    983,                0.78069,                0.39923,                0.79786,                0.91978,                0.69489,                0.82403,                0.45202,                 1.3757,                0.64479,                0.82754,              0.0013519,              0.0013519,              0.0013519
                    984,                  0.848,                 0.3993,                0.79862,                   0.92,                0.69697,                0.82374,                0.44456,                 1.3875,                0.64477,                0.82797,              0.0013512,              0.0013512,              0.0013512
                    985,                0.86143,                0.40619,                 0.7986,                0.92755,                0.69834,                0.82591,                0.45187,                 1.3691,                0.64158,                0.82727,              0.0013506,              0.0013506,              0.0013506
                    986,                0.81062,                0.42309,                0.77653,                0.90577,                0.69906,                0.82024,                0.44888,                 1.3668,                 0.6628,                0.82667,              0.0013499,              0.0013499,              0.0013499
                    987,                0.97885,                0.45085,                0.79948,                0.87114,                0.69655,                0.81121,                0.43757,                 1.3887,                0.66216,                0.82904,              0.0013492,              0.0013492,              0.0013492
                    988,                0.80309,                0.41303,                0.80869,                0.88405,                0.69091,                 0.8138,                0.43962,                 1.3912,                0.64951,                0.83278,              0.0013486,              0.0013486,              0.0013486
                    989,                0.86579,                0.41025,                0.81412,                0.91754,                0.70303,                0.82554,                0.45035,                 1.3745,                0.61916,                0.83534,              0.0013479,              0.0013479,              0.0013479
                    990,                0.83431,                0.39579,                0.79378,                0.91073,                0.69697,                0.81766,                0.44369,                 1.3811,                0.62294,                0.83743,              0.0013473,              0.0013473,              0.0013473
                    991,                0.85492,                0.41328,                 0.7842,                0.91004,                0.67879,                0.80819,                0.43341,                  1.404,                0.63405,                0.84145,              0.0013466,              0.0013466,              0.0013466
                    992,                0.84491,                0.41685,                0.81143,                0.90653,                0.67879,                 0.8077,                0.43117,                 1.4113,                0.63499,                0.84295,              0.0013459,              0.0013459,              0.0013459
                    993,                 0.8585,                0.41357,                0.79826,                 0.9088,                0.68485,                  0.812,                0.45194,                 1.3996,                0.63948,                0.84257,              0.0013453,              0.0013453,              0.0013453
                    994,                0.98541,                0.44817,                0.79634,                0.89701,                0.68622,                0.82153,                0.45584,                 1.3986,                0.63343,                0.83771,              0.0013446,              0.0013446,              0.0013446
                    995,                 0.8911,                0.52589,                0.76795,                0.87115,                0.69656,                0.81387,                0.44427,                 1.4233,                0.63552,                0.83937,               0.001344,               0.001344,               0.001344
                    996,                0.86295,                0.44276,                0.79252,                0.88274,                0.68437,                0.80726,                0.42941,                 1.4373,                0.63068,                0.83863,              0.0013433,              0.0013433,              0.0013433
                    997,                0.83702,                0.42177,                0.78862,                0.86538,                 0.7013,                0.80196,                0.44353,                 1.3901,                0.62863,                0.84062,              0.0013426,              0.0013426,              0.0013426
                    998,                0.84849,                0.40574,                0.78759,                0.91669,                0.66688,                0.79917,                0.43606,                 1.3856,                0.65348,                0.84032,               0.001342,               0.001342,               0.001342
                    999,                0.83227,                0.41891,                0.81242,                0.91086,                0.66667,                0.79853,                0.43866,                 1.4248,                0.67876,                0.84345,              0.0013413,              0.0013413,              0.0013413
                   1000,                0.86802,                0.41295,                0.78093,                0.91711,                0.67056,                0.80312,                0.43131,                 1.4546,                0.66722,                0.84494,              0.0013407,              0.0013407,              0.0013407
                   1001,                0.76288,                0.41186,                0.79767,                0.91681,                0.67879,                  0.799,                0.44218,                 1.4325,                 0.6317,                0.84575,                0.00134,                0.00134,                0.00134
                   1002,                0.88496,                0.41446,                0.79127,                0.91429,                0.70303,                0.81444,                0.44826,                 1.4222,                0.61799,                0.85267,              0.0013393,              0.0013393,              0.0013393
                   1003,                0.86055,                0.42908,                0.79939,                0.90067,                0.69697,                0.80563,                 0.4412,                 1.4369,                0.62176,                0.85674,              0.0013387,              0.0013387,              0.0013387
                   1004,                0.87344,                0.43315,                0.80022,                0.89795,                0.70909,                0.80359,                 0.4332,                 1.4387,                0.61823,                0.85421,               0.001338,               0.001338,               0.001338
                   1005,                0.82164,                0.42083,                 0.7841,                 0.9134,                0.71515,                0.80928,                0.43111,                 1.4441,                0.62318,                0.85154,              0.0013374,              0.0013374,              0.0013374
                   1006,                0.90644,                 0.4358,                0.78404,                0.90553,                0.68485,                  0.798,                0.42568,                 1.4285,                0.62204,                0.84566,              0.0013367,              0.0013367,              0.0013367
                   1007,                 0.8244,                0.41424,                0.79827,                0.94253,                0.69576,                0.81405,                 0.4304,                 1.4124,                0.62256,                0.84146,               0.001336,               0.001336,               0.001336
                   1008,                 0.8763,                0.43463,                0.80141,                0.93934,                0.67879,                0.80549,                 0.4187,                 1.4324,                0.64043,                0.84082,              0.0013354,              0.0013354,              0.0013354
                   1009,                0.94024,                0.46555,                0.79191,                0.88929,                 0.6816,                0.79305,                0.41213,                 1.4287,                   0.64,                0.84143,              0.0013347,              0.0013347,              0.0013347
                   1010,                0.79423,                0.41468,                 0.7879,                0.91683,                0.66667,                0.80518,                0.41587,                 1.4009,                0.62375,                0.84084,              0.0013341,              0.0013341,              0.0013341
                   1011,                0.86726,                0.42401,                0.80194,                 0.8724,                0.69697,                0.81181,                0.43326,                 1.3908,                0.61674,                0.84417,              0.0013334,              0.0013334,              0.0013334
                   1012,                0.81867,                0.41256,                0.79795,                0.86435,                0.69514,                0.80666,                0.42714,                 1.4327,                0.63625,                0.84926,              0.0013327,              0.0013327,              0.0013327
                   1013,                 0.8687,                0.42798,                0.80148,                0.84879,                0.67879,                0.79642,                 0.4305,                 1.4475,                 0.6528,                0.85175,              0.0013321,              0.0013321,              0.0013321
                   1014,                0.82777,                0.42833,                0.81865,                0.84659,                0.66667,                0.79939,                0.43371,                 1.4546,                0.67007,                0.85224,              0.0013314,              0.0013314,              0.0013314
                   1015,                0.82689,                0.41687,                0.79119,                0.85368,                0.67879,                 0.8043,                0.42921,                 1.4404,                0.66612,                0.84967,              0.0013308,              0.0013308,              0.0013308
                   1016,                 0.8126,                0.41787,                0.78945,                0.85658,                0.68775,                0.80399,                0.42882,                  1.447,                0.65929,                0.84771,              0.0013301,              0.0013301,              0.0013301
                   1017,                0.81319,                0.41532,                0.78683,                0.84095,                0.67294,                 0.7932,                0.43136,                 1.4332,                0.63437,                0.84514,              0.0013294,              0.0013294,              0.0013294
                   1018,                 0.9413,                0.45442,                0.81224,                 0.8686,                0.68109,                0.79774,                0.43154,                  1.419,                0.63248,                 0.8428,              0.0013288,              0.0013288,              0.0013288
                   1019,                0.91619,                0.45762,                0.77768,                0.87638,                0.69091,                0.80066,                 0.4366,                 1.4371,                0.64289,                0.84122,              0.0013281,              0.0013281,              0.0013281
                   1020,                0.85415,                0.41082,                0.78747,                 0.8864,                0.66206,                0.79629,                0.43917,                 1.4141,                0.63463,                0.83738,              0.0013275,              0.0013275,              0.0013275
                   1021,                0.80482,                0.40064,                0.79979,                0.87183,                0.68485,                0.81254,                0.44928,                 1.3907,                0.62656,                0.83522,              0.0013268,              0.0013268,              0.0013268
                   1022,                0.78685,                0.38703,                0.77635,                0.89548,                0.67879,                0.81035,                0.44318,                 1.4023,                0.63117,                0.83361,              0.0013261,              0.0013261,              0.0013261
                   1023,                0.80639,                0.40607,                0.79458,                0.89144,                0.67273,                0.80078,                 0.4436,                 1.3967,                0.63302,                0.83003,              0.0013255,              0.0013255,              0.0013255
                   1024,                0.76578,                0.37429,                 0.7839,                0.88926,                0.68138,                0.81924,                0.45012,                 1.3906,                0.64151,                0.82518,              0.0013248,              0.0013248,              0.0013248
                   1025,                0.78297,                0.40919,                0.78532,                0.91762,                0.67507,                0.82022,                0.45583,                 1.3802,                0.64201,                0.82359,              0.0013242,              0.0013242,              0.0013242
                   1026,                0.77144,                0.38423,                0.80075,                0.90416,                0.68615,                0.81241,                0.45381,                 1.3882,                0.62442,                0.82366,              0.0013235,              0.0013235,              0.0013235
                   1027,                0.78706,                 0.4039,                0.81389,                0.92028,                0.69962,                0.81404,                0.44546,                 1.4019,                0.61763,                 0.8279,              0.0013228,              0.0013228,              0.0013228
                   1028,                0.83474,                0.41111,                0.81764,                  0.906,                0.69091,                 0.8082,                0.44563,                 1.4197,                0.62361,                0.83307,              0.0013222,              0.0013222,              0.0013222
                   1029,                0.81581,                0.40505,                0.79302,                0.90672,                0.70699,                0.81807,                0.45081,                 1.4149,                0.62938,                0.83516,              0.0013215,              0.0013215,              0.0013215
                   1030,                0.77498,                0.41335,                0.78589,                0.87738,                0.70909,                0.80998,                0.45115,                 1.3995,                0.63292,                0.83458,              0.0013209,              0.0013209,              0.0013209
                   1031,                0.84458,                0.39295,                0.80226,                0.89818,                0.69498,                0.81514,                0.45384,                 1.3906,                0.63081,                0.83313,              0.0013202,              0.0013202,              0.0013202
                   1032,                0.81535,                0.38678,                0.80084,                0.88775,                0.69091,                0.81282,                0.45748,                 1.3949,                0.62872,                 0.8334,              0.0013195,              0.0013195,              0.0013195
                   1033,                0.82492,                0.41427,                0.78798,                0.89079,                0.68485,                0.80637,                0.45085,                  1.372,                0.60687,                0.83496,              0.0013189,              0.0013189,              0.0013189
                   1034,                0.85958,                0.41713,                0.80872,                0.94185,                0.68717,                0.82053,                0.45033,                 1.3882,                 0.6064,                0.84009,              0.0013182,              0.0013182,              0.0013182
                   1035,                0.89818,                0.44292,                0.81281,                0.89874,                0.66667,                0.79876,                0.43464,                 1.4132,                0.61365,                0.84253,              0.0013176,              0.0013176,              0.0013176
                   1036,                0.86857,                0.42139,                 0.7817,                0.94107,                0.67273,                0.81644,                0.44019,                  1.405,                0.60573,                   0.84,              0.0013169,              0.0013169,              0.0013169
                   1037,                0.85169,                0.40967,                0.81671,                0.89766,                0.69107,                 0.8145,                0.45544,                 1.3911,                0.57485,                0.83701,              0.0013162,              0.0013162,              0.0013162
                   1038,                0.78362,                0.40732,                0.81753,                0.92375,                0.70303,                 0.8191,                 0.4523,                 1.4032,                0.58876,                0.83395,              0.0013156,              0.0013156,              0.0013156
                   1039,                0.83893,                0.42157,                0.78194,                0.92992,                0.69697,                0.82534,                 0.4473,                 1.4173,                 0.6092,                0.83096,              0.0013149,              0.0013149,              0.0013149
                   1040,                0.82932,                0.41165,                0.77091,                0.91157,                0.68724,                0.80559,                0.44437,                 1.4217,                0.62838,                0.83281,              0.0013143,              0.0013143,              0.0013143
                   1041,                0.82104,                0.40533,                0.79421,                 0.9296,                0.70303,                0.82484,                0.45502,                 1.4127,                0.61335,                 0.8327,              0.0013136,              0.0013136,              0.0013136
                   1042,                0.81668,                0.39351,                0.81892,                0.91171,                0.70303,                0.81412,                 0.4474,                 1.3994,                0.60558,                0.82931,              0.0013129,              0.0013129,              0.0013129
                   1043,                0.81032,                0.42421,                0.78403,                0.90098,                0.71686,                0.82642,                0.45641,                 1.3909,                0.59567,                0.83081,              0.0013123,              0.0013123,              0.0013123
                   1044,                0.77865,                0.39941,                  0.777,                0.90069,                0.70909,                0.82655,                0.45195,                 1.3968,                0.58466,                0.83403,              0.0013116,              0.0013116,              0.0013116
                   1045,                0.77008,                0.38814,                0.79529,                0.91514,                0.71892,                0.83035,                0.45409,                 1.3977,                0.57647,                0.83529,               0.001311,               0.001311,               0.001311
                   1046,                0.81866,                0.42481,                0.78517,                0.90695,                0.70909,                0.82495,                0.45424,                  1.409,                0.59566,                0.83788,              0.0013103,              0.0013103,              0.0013103
                   1047,                0.79632,                0.38712,                 0.7761,                0.90489,                0.69193,                0.82186,                0.45639,                 1.4121,                0.58882,                0.84179,              0.0013096,              0.0013096,              0.0013096
                   1048,                0.94313,                0.43534,                0.79109,                0.92794,                0.70236,                0.83292,                0.44876,                 1.3994,                0.60331,                0.84182,               0.001309,               0.001309,               0.001309
                   1049,                0.81725,                0.42049,                0.78609,                0.89988,                0.68485,                0.81691,                0.45093,                 1.3966,                0.59907,                0.84117,              0.0013083,              0.0013083,              0.0013083
                   1050,                0.84498,                0.42619,                0.79847,                0.88999,                0.70303,                0.81213,                0.43599,                 1.4229,                0.59906,                 0.8396,              0.0013077,              0.0013077,              0.0013077
                   1051,                0.83951,                0.41852,                 0.7926,                0.90258,                0.67879,                0.79478,                0.42248,                 1.4459,                0.60649,                0.83747,               0.001307,               0.001307,               0.001307
                   1052,                0.80562,                0.38876,                0.79548,                0.85122,                0.69697,                0.78836,                0.42098,                  1.447,                0.61376,                0.83868,              0.0013063,              0.0013063,              0.0013063
                   1053,                0.84822,                0.42783,                0.79683,                 0.8513,                0.69395,                0.78053,                0.42915,                  1.423,                0.62373,                0.84154,              0.0013057,              0.0013057,              0.0013057
                   1054,                0.81462,                0.41182,                0.77714,                0.87118,                0.69697,                0.79562,                0.42343,                 1.4327,                0.62514,                0.84416,               0.001305,               0.001305,               0.001305
                   1055,                0.80275,                0.39913,                0.77705,                0.89042,                0.68945,                0.80473,                 0.4334,                  1.443,                0.62485,                0.84553,              0.0013044,              0.0013044,              0.0013044
                   1056,                0.88746,                 0.4224,                0.78092,                0.89081,                0.69225,                0.80988,                0.43715,                 1.4443,                0.62955,                0.84445,              0.0013037,              0.0013037,              0.0013037
                   1057,                0.84766,                0.41128,                 0.7692,                0.89815,                0.69483,                0.81568,                0.43555,                 1.4444,                0.63816,                0.84176,               0.001303,               0.001303,               0.001303
                   1058,                0.83204,                0.39625,                0.78398,                0.89107,                0.67879,                0.82381,                0.45262,                 1.4104,                0.64052,                0.83936,              0.0013024,              0.0013024,              0.0013024
                   1059,                0.86355,                 0.4222,                0.80041,                0.89937,                0.69091,                0.82831,                0.44928,                 1.4175,                0.64326,                0.84061,              0.0013017,              0.0013017,              0.0013017
                   1060,                0.85369,                0.42634,                0.78595,                0.86959,                0.68701,                0.81982,                0.43113,                  1.446,                0.65108,                0.84046,              0.0013011,              0.0013011,              0.0013011
                   1061,                0.93386,                0.42871,                0.81885,                0.88942,                0.66061,                0.78887,                0.41385,                 1.4809,                0.65943,                0.84238,              0.0013004,              0.0013004,              0.0013004
                   1062,                0.80115,                0.39545,                0.80379,                0.88587,                0.65863,                  0.783,                0.40904,                 1.4704,                0.65763,                0.84188,              0.0012997,              0.0012997,              0.0012997
                   1063,                0.81212,                0.40896,                0.79221,                0.85539,                0.71702,                0.81347,                0.41683,                 1.4755,                0.65349,                 0.8445,              0.0012991,              0.0012991,              0.0012991
                   1064,                0.81351,                0.41911,                0.79381,                0.84039,                0.70205,                0.79992,                0.42369,                 1.4693,                0.65638,                0.84623,              0.0012984,              0.0012984,              0.0012984
                   1065,                0.91498,                0.47172,                 0.7775,                0.84007,                0.70039,                0.79162,                0.42303,                 1.4544,                0.65282,                0.84653,              0.0012978,              0.0012978,              0.0012978
                   1066,                0.79034,                0.39539,                0.78609,                0.90454,                0.68485,                0.79227,                0.43048,                 1.4097,                0.60905,                0.84697,              0.0012971,              0.0012971,              0.0012971
                   1067,                 0.7852,                0.38916,                0.79625,                0.90834,                0.69091,                0.79831,                0.43056,                 1.3949,                0.59499,                0.84744,              0.0012964,              0.0012964,              0.0012964
                   1068,                0.73586,                0.38403,                0.78401,                0.92136,                0.67879,                 0.8063,                 0.4322,                 1.3949,                0.62549,                0.84791,              0.0012958,              0.0012958,              0.0012958
                   1069,                0.75509,                0.40629,                0.79088,                0.92582,                0.68082,                0.81441,                0.43468,                 1.3929,                0.62488,                0.84426,              0.0012951,              0.0012951,              0.0012951
                   1070,                0.80526,                  0.421,                0.80603,                0.88877,                0.72727,                0.83374,                0.44123,                 1.3936,                0.61801,                0.84287,              0.0012945,              0.0012945,              0.0012945
                   1071,                0.75206,                0.38948,                0.77849,                0.89566,                0.71515,                0.82775,                0.44484,                 1.3848,                0.60131,                0.84281,              0.0012938,              0.0012938,              0.0012938
                   1072,                0.79313,                0.39913,                0.80797,                0.89979,                0.70742,                0.81933,                0.44705,                 1.3956,                0.59601,                0.84328,              0.0012931,              0.0012931,              0.0012931
                   1073,                0.86173,                0.42049,                0.79127,                 0.9071,                0.71515,                0.82817,                0.44665,                 1.4027,                0.59787,                0.84751,              0.0012925,              0.0012925,              0.0012925
                   1074,                0.82507,                0.41249,                0.80154,                0.90533,                0.71515,                0.82782,                0.43301,                 1.4236,                0.62635,                0.85165,              0.0012918,              0.0012918,              0.0012918
                   1075,                 0.7871,                0.39227,                0.78997,                0.87479,                0.72727,                0.82561,                0.42373,                 1.4468,                0.62119,                0.85278,              0.0012912,              0.0012912,              0.0012912
                   1076,                 0.8088,                0.41168,                0.78115,                0.88755,                0.71753,                0.82143,                0.42776,                 1.4533,                0.62642,                0.85058,              0.0012905,              0.0012905,              0.0012905
                   1077,                0.75685,                0.37791,                0.79624,                0.90648,                0.71515,                0.81964,                0.43734,                 1.4327,                0.64763,                0.84777,              0.0012898,              0.0012898,              0.0012898
                   1078,                 0.8842,                0.41571,                 0.8144,                0.92207,                0.71715,                0.82782,                0.43772,                   1.43,                0.65946,                 0.8472,              0.0012892,              0.0012892,              0.0012892
                   1079,                0.79252,                0.40794,                0.77874,                0.91068,                0.70909,                0.82331,                0.43271,                 1.4331,                0.67211,                0.84446,              0.0012885,              0.0012885,              0.0012885
                   1080,                0.87603,                0.41613,                0.78141,                0.91174,                0.68869,                0.82257,                0.43711,                  1.434,                0.68222,                0.84424,              0.0012879,              0.0012879,              0.0012879
                   1081,                 0.7802,                0.39086,                0.78128,                0.91606,                0.69697,                 0.8237,                0.43587,                  1.442,                0.67178,                0.84481,              0.0012872,              0.0012872,              0.0012872
                   1082,                0.86999,                0.42336,                0.79273,                0.91962,                0.69339,                0.81453,                0.42527,                 1.4853,                0.66033,                0.85042,              0.0012865,              0.0012865,              0.0012865
                   1083,                  0.797,                0.38951,                0.78552,                0.92271,                0.70303,                0.81746,                 0.4392,                 1.4824,                0.64203,                0.84932,              0.0012859,              0.0012859,              0.0012859
                   1084,                0.82729,                0.40355,                0.76968,                0.92078,                0.70303,                 0.8167,                0.43266,                 1.4862,                0.62961,                 0.8473,              0.0012852,              0.0012852,              0.0012852
                   1085,                0.83135,                 0.4144,                0.80391,                 0.9269,                0.69091,                0.81069,                0.42575,                 1.4967,                0.63477,                0.84768,              0.0012846,              0.0012846,              0.0012846
                   1086,                0.77884,                0.41373,                0.76998,                0.91451,                0.69091,                0.80406,                0.41356,                 1.4979,                0.63365,                0.84786,              0.0012839,              0.0012839,              0.0012839
                   1087,                0.74903,                0.40206,                0.79281,                0.92631,                0.69091,                0.80551,                0.41953,                 1.4601,                0.62586,                0.84653,              0.0012832,              0.0012832,              0.0012832
                   1088,                0.82771,                0.38074,                0.80849,                0.92763,                0.67879,                0.80594,                0.42776,                 1.4423,                 0.6238,                0.84607,              0.0012826,              0.0012826,              0.0012826
                   1089,                0.79293,                0.40468,                0.79853,                0.88866,                0.67724,                0.79245,                0.42482,                   1.43,                0.63316,                0.84372,              0.0012819,              0.0012819,              0.0012819
                   1090,                0.83418,                0.40199,                0.79612,                0.88946,                0.68274,                0.79881,                 0.4326,                 1.4042,                0.64364,                0.84239,              0.0012813,              0.0012813,              0.0012813
                   1091,                0.77895,                 0.3952,                0.80289,                0.89762,                0.68485,                0.79865,                 0.4401,                 1.4066,                0.65565,                0.84549,              0.0012806,              0.0012806,              0.0012806
                   1092,                0.75657,                0.39271,                0.78775,                0.88305,                0.67879,                0.79457,                0.44818,                  1.403,                0.64504,                0.84095,              0.0012799,              0.0012799,              0.0012799
                   1093,                0.83127,                0.41093,                0.77825,                0.92762,                0.69907,                0.80882,                0.45495,                 1.3997,                0.63792,                0.83965,              0.0012793,              0.0012793,              0.0012793
                   1094,                0.81586,                0.39813,                0.79456,                0.94371,                0.71129,                0.81792,                0.44971,                  1.417,                0.62859,                0.84011,              0.0012786,              0.0012786,              0.0012786
                   1095,                0.80545,                0.39338,                0.79539,                0.94169,                0.71515,                0.81309,                0.44768,                 1.4155,                0.63474,                 0.8399,               0.001278,               0.001278,               0.001278
                   1096,                0.80416,                0.38509,                0.79487,                0.91255,                0.70909,                0.81055,                0.44521,                 1.4189,                0.62419,                 0.8399,              0.0012773,              0.0012773,              0.0012773
                   1097,                0.81498,                0.40804,                0.81307,                0.90676,                 0.7073,                0.80862,                0.43623,                 1.4214,                0.61946,                0.84329,              0.0012766,              0.0012766,              0.0012766
                   1098,                0.86942,                0.40654,                0.78897,                0.92157,                0.68485,                0.80101,                0.43143,                 1.4506,                0.63487,                0.84672,               0.001276,               0.001276,               0.001276
                   1099,                0.77152,                0.37792,                 0.7983,                0.91498,                0.69697,                 0.8036,                0.43405,                 1.4374,                0.62867,                0.84541,              0.0012753,              0.0012753,              0.0012753
                   1100,                 0.8358,                0.41302,                0.79936,                0.89094,                0.70909,                0.80459,                0.43756,                 1.4425,                0.62135,                0.84611,              0.0012747,              0.0012747,              0.0012747
                   1101,                0.83153,                0.41946,                0.78619,                0.89669,                0.70909,                0.80306,                0.42049,                 1.4675,                 0.6169,                0.84911,               0.001274,               0.001274,               0.001274
                   1102,                0.80465,                0.41124,                0.81384,                0.89907,                0.70187,                0.80473,                  0.426,                 1.4435,                0.61342,                0.84741,              0.0012733,              0.0012733,              0.0012733
                   1103,                 0.8062,                0.41749,                 0.7847,                0.92429,                0.68485,                0.80129,                0.43703,                 1.4237,                0.62318,                0.84432,              0.0012727,              0.0012727,              0.0012727
                   1104,                0.83592,                 0.4013,                0.79717,                0.93334,                0.67888,                0.80235,                0.43483,                 1.4209,                0.63701,                0.84304,               0.001272,               0.001272,               0.001272
                   1105,                0.85307,                0.40977,                0.80214,                0.92464,                0.66929,                 0.8046,                0.43738,                 1.4312,                0.64415,                0.84284,              0.0012714,              0.0012714,              0.0012714
                   1106,                0.88204,                0.40031,                0.78187,                0.93078,                0.68485,                0.81366,                0.44331,                 1.4257,                0.65953,                0.83806,              0.0012707,              0.0012707,              0.0012707
                   1107,                0.85997,                0.39672,                0.80785,                0.91231,                0.69361,                0.80632,                0.43887,                 1.4152,                0.65907,                0.83352,                0.00127,                0.00127,                0.00127
                   1108,                0.75367,                0.38198,                0.76761,                0.89881,                0.70303,                0.81577,                0.44135,                 1.4127,                0.65643,                0.83083,              0.0012694,              0.0012694,              0.0012694
                   1109,                0.77679,                0.39831,                0.80204,                0.90497,                 0.6926,                0.80944,                0.44915,                 1.4084,                0.65558,                0.82657,              0.0012687,              0.0012687,              0.0012687
                   1110,                0.73026,                0.37816,                0.79508,                0.90555,                0.69728,                0.82098,                0.45464,                 1.3875,                0.65993,                0.82371,              0.0012681,              0.0012681,              0.0012681
                   1111,                0.74577,                0.37241,                0.79779,                0.90465,                0.69001,                0.82786,                0.45909,                 1.3947,                0.67849,                0.82353,              0.0012674,              0.0012674,              0.0012674
                   1112,                0.78793,                0.40147,                0.79241,                0.90442,                0.70303,                0.82277,                0.45661,                  1.404,                 0.6689,                0.82421,              0.0012667,              0.0012667,              0.0012667
                   1113,                 0.8161,                0.41989,                0.79644,                0.89068,                0.69129,                0.81732,                0.44379,                 1.4141,                0.65269,                0.82663,              0.0012661,              0.0012661,              0.0012661
                   1114,                0.78046,                0.39287,                0.78844,                0.86333,                0.72739,                0.82042,                0.45126,                 1.3988,                0.63443,                0.82541,              0.0012654,              0.0012654,              0.0012654
